Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
1592,1.783,High Fat Diet,227.0342,0.290,NA,NA,NA,NA,NA
22304,1.782,High Fat Diet,464.2827,3.538,181,CCMSLIB00010228764,"""Candidate Dihydroxylated bile acid (delta mass 70.9801; buddy atomic difference: 5C, -3H, 1N; spectral library match to CCMSLIB00005435583, taurohyodeoxycholic acid)""",M+H,Dihydroxylated bile acid_taurine [M-2H2O+H]+
17118,1.782,High Fat Diet,319.1659,2.555,73,NA,NA,NA,NA
16837,1.782,High Fat Diet,371.1278,2.525,12,NA,NA,NA,NA
20138,1.782,High Fat Diet,478.2621,2.996,NA,CCMSLIB00010226971,"""Candidate Tetrahydroxylated bile acid (delta mass 52.9723; buddy atomic difference: 2C, -1H, 1N, -1O, 1S)""",M+H,Tetrahydroxylated bile acid_taurine [M-3H2O+H]+
28598,1.782,Regular chow,647.5102,4.910,361,NA,NA,NA,NA
25519,1.782,High Fat Diet,522.3815,4.155,NA,CCMSLIB00006583680,Ile/Leu-bMCA,M+H,NA
36970,1.782,High Fat Diet,536.5059,6.872,564,NA,NA,NA,NA
4500,1.781,Regular chow,298.0926,0.674,NA,NA,NA,NA,NA
15540,1.780,High Fat Diet,345.1432,2.318,304,NA,NA,NA,NA
29132,1.780,Regular chow,277.2166,5.019,NA,CCMSLIB00003136281,"Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14",M+H-H2O,NA
28058,1.780,High Fat Diet,463.3787,4.774,NA,CCMSLIB00010228815,"""Candidate Trihydroxylated bile acid (delta mass 54.0837; buddy atomic difference: 5C, 10H, -1O)""",M+H,NA
14215,1.779,High Fat Diet,234.1492,2.211,433,NA,NA,NA,NA
30358,1.779,Regular chow,349.2361,5.262,NA,NA,NA,NA,NA
23455,1.779,Regular chow,350.2902,3.681,109,CCMSLIB00010250551,"""Candidate Pentahydroxylated bile acid (delta mass -90.9933; sirius atomic difference: -8C, -1H, 5N, -6O, 1S; buddy atomic difference: -5C, -5H, 5N, -6O)""",M+H,NA
2982,1.778,Regular chow,173.1653,0.480,NA,CCMSLIB00012715594,Candidate Cadaverine-C4:0 (delta mass:70.0418),M+H,NA
37131,1.778,High Fat Diet,431.3836,6.936,215,CCMSLIB00003135122,Spectral Match to (+)-.alpha.-Tocopherol from NIST14,M+H,NA
17216,1.778,Regular chow,637.2878,2.574,NA,NA,NA,NA,NA
2594,1.777,Regular chow,196.0976,0.441,NA,NA,NA,NA,NA
36540,1.777,High Fat Diet,510.4901,6.831,384,NA,NA,NA,NA
34166,1.777,Regular chow,583.4942,5.940,223,NA,NA,NA,NA
33953,1.777,High Fat Diet,446.3744,5.893,111,NA,NA,NA,NA
33024,1.777,Regular chow,447.3460,5.690,50,NA,NA,NA,NA
34250,1.776,High Fat Diet,429.3729,5.966,111,NA,NA,NA,NA
20904,1.776,Regular chow,369.2267,3.122,NA,NA,NA,NA,NA
29682,1.775,High Fat Diet,314.3057,5.214,NA,NA,NA,NA,NA
27808,1.775,High Fat Diet,597.2884,4.592,NA,CCMSLIB00010221284,Candidate Dihydroxylated bile acid (delta mass 203.9885),M+H,"Dihydroxylated bile acid_3,5-dihydroxy-4-methoxybenzoic acid [M+K]+"
12833,1.775,High Fat Diet,295.0786,1.952,262,NA,NA,NA,NA
15818,1.775,High Fat Diet,382.2234,2.366,205,NA,NA,NA,NA
21797,1.775,High Fat Diet,470.2289,3.369,NA,NA,NA,NA,NA
27280,1.774,Regular chow,494.3484,4.575,453,NA,NA,NA,NA
32815,1.773,High Fat Diet,462.3697,5.649,67,NA,NA,NA,NA
2513,1.773,Regular chow,190.1081,0.399,NA,NA,NA,NA,NA
26111,1.773,High Fat Diet,450.3582,4.303,428,NA,NA,NA,NA
20605,1.773,Regular chow,307.2635,3.137,672,CCMSLIB00003139970,"Spectral Match to cis-5,8,11-Eicosatrienoic acid from NIST14",M+H,NA
20215,1.772,High Fat Diet,613.2832,3.037,335,CCMSLIB00010220827,"""Candidate Trihydroxylated bile acid (delta mass 203.9886; sirius atomic difference: 5C, 4H, 2N, 5O, 1S)""",M+H,Trihydroxylated bile acid_l-cystine [M-H2O+H]+
1931,1.772,Regular chow,224.1392,0.341,NA,NA,NA,NA,NA
25489,1.772,Regular chow,457.3316,4.197,351,NA,NA,NA,NA
23372,1.771,High Fat Diet,548.3276,3.661,631,NA,NA,NA,NA
19336,1.771,High Fat Diet,514.2854,2.948,NA,CCMSLIB00010223515,"""Candidate Trihydroxylated bile acid (delta mass 104.9907; sirius atomic difference: 2C, 3H, 1N, 2O, 1S)""",M+H,NA
30583,1.771,Regular chow,344.2800,5.300,24,NA,NA,NA,NA
10317,1.771,Regular chow,162.0552,1.639,588,NA,NA,NA,NA
36883,1.770,High Fat Diet,385.3471,6.843,777,CCMSLIB00006124602,2224119 - 40.0 eV,M+H,NA
29853,1.770,Regular chow,661.5260,5.185,NA,NA,NA,NA,NA
23990,1.770,Regular chow,471.3102,3.831,NA,NA,NA,NA,NA
18544,1.770,Regular chow,411.2367,2.835,NA,NA,NA,NA,NA
26122,1.769,High Fat Diet,548.3276,4.304,428,NA,NA,NA,NA
16222,1.768,High Fat Diet,331.1906,2.521,NA,NA,NA,NA,NA
33307,1.768,Regular chow,418.3443,5.741,649,NA,NA,NA,NA
26399,1.767,Regular chow,457.3321,4.356,351,NA,NA,NA,NA
5873,1.766,Regular chow,223.1081,0.979,194,CCMSLIB00003137620,Spectral Match to Gly-Phe from NIST14,M+H,NA
23371,1.766,Regular chow,337.2372,3.640,NA,NA,NA,NA,NA
17638,1.766,High Fat Diet,303.1707,2.640,163,NA,NA,NA,NA
3636,1.765,Regular chow,288.1735,0.542,NA,NA,NA,NA,NA
3567,1.765,High Fat Diet,242.1004,0.580,232,NA,NA,NA,NA
23550,1.764,High Fat Diet,597.2883,3.658,NA,CCMSLIB00010221284,Candidate Dihydroxylated bile acid (delta mass 203.9885),M+H,"Dihydroxylated bile acid_3,5-dihydroxy-4-methoxybenzoic acid [M+K]+"
23497,1.764,High Fat Diet,387.2545,3.733,NA,CCMSLIB00010242833,"""Candidate Pentahydroxylated bile acid (delta mass -54.0309; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
23864,1.764,High Fat Diet,839.5648,3.953,224,CCMSLIB00005465731,"""(R)-4-((3R,5R,6R,8R,9S,10R,12S,13R,14S,17R)-3,6,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,NA
24132,1.764,High Fat Diet,303.1707,3.887,NA,NA,NA,NA,NA
1536,1.763,Regular chow,161.0298,0.286,NA,NA,NA,NA,NA
12382,1.762,Regular chow,432.2805,2.075,157,NA,NA,NA,NA
20212,1.762,Regular chow,311.2221,3.043,NA,NA,NA,NA,NA
24775,1.762,Regular chow,287.2220,4.009,201,NA,NA,NA,NA
19499,1.761,High Fat Diet,531.3124,2.950,387,CCMSLIB00010222793,"""Candidate Trihydroxylated bile acid (delta mass 122.0175; sirius atomic difference: 2C, 6H, 2N, 2O, 1S; buddy atomic difference: 2C, 6H, 2N, 2O, 1S)""",M+H,Trihydroxylated bile acid_allantoin [M-H2O+H]+
7148,1.761,Regular chow,210.1134,1.253,NA,NA,NA,NA,NA
22767,1.761,High Fat Diet,484.2448,3.528,NA,NA,NA,NA,NA
27458,1.760,Regular chow,455.3163,4.595,535,NA,NA,NA,NA
32229,1.760,High Fat Diet,368.3164,5.584,29,CCMSLIB00010010887,Leu-C16:1,M+H,NA
7823,1.760,High Fat Diet,247.0817,1.346,NA,NA,NA,NA,NA
25888,1.759,High Fat Diet,407.2796,4.233,197,CCMSLIB00010236856,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0095; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
27992,1.759,High Fat Diet,427.3569,4.779,NA,NA,NA,NA,NA
22813,1.759,Regular chow,346.2593,3.566,NA,NA,NA,NA,NA
29290,1.758,Regular chow,409.3440,5.024,26,NA,NA,NA,NA
29617,1.758,Regular chow,475.3781,5.150,95,NA,NA,NA,NA
3545,1.757,Regular chow,223.1444,0.489,NA,NA,NA,NA,NA
14981,1.756,Regular chow,211.1336,2.252,653,CCMSLIB00003138867,Spectral Match to Jasmonic acid from NIST14,M+H,NA
13436,1.756,Regular chow,365.2295,2.068,587,NA,NA,NA,NA
3811,1.756,Regular chow,154.0979,0.580,NA,CCMSLIB00012715480,Candidate Histamine-C2:0 (delta mass:42.011),M+H,NA
19742,1.756,High Fat Diet,335.1607,2.988,540,NA,NA,NA,NA
22797,1.756,High Fat Diet,609.3289,3.557,NA,NA,NA,NA,NA
31776,1.756,High Fat Diet,446.3274,5.506,NA,CCMSLIB00012718327,Candidate Tyrosine-C18:1 (delta mass:264.2451),M+H,NA
23205,1.755,Regular chow,347.2432,3.628,364,NA,NA,NA,NA
4322,1.755,Regular chow,161.0924,0.654,NA,NA,NA,NA,NA
8467,1.755,Regular chow,207.1023,1.417,448,NA,NA,NA,NA
28972,1.754,High Fat Diet,482.3251,4.979,278,CCMSLIB00003138155,Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
12731,1.754,Regular chow,213.1603,1.950,NA,NA,NA,NA,NA
26376,1.754,High Fat Diet,345.2177,4.368,NA,NA,NA,NA,NA
23435,1.754,High Fat Diet,589.3026,3.675,NA,NA,NA,NA,NA
37162,1.754,High Fat Diet,429.3733,6.931,215,NA,NA,NA,NA
24364,1.754,High Fat Diet,817.5838,3.925,224,CCMSLIB00010218327,"""Candidate Trihydroxylated bile acid (delta mass 408.2869; sirius atomic difference: 24C, 40H, 5O; buddy atomic difference: 24C, 40H, 5O; spectral library match to CCMSLIB00005465781, """"(R)-4-((3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
24031,1.753,Regular chow,253.2165,3.863,122,NA,NA,NA,NA
30085,1.753,Regular chow,353.1776,5.234,26,NA,NA,NA,NA
23782,1.753,High Fat Diet,597.2881,3.740,NA,CCMSLIB00010221284,Candidate Dihydroxylated bile acid (delta mass 203.9885),M+H,"Dihydroxylated bile acid_3,5-dihydroxy-4-methoxybenzoic acid [M+K]+"
20189,1.753,High Fat Diet,368.2436,3.087,NA,NA,NA,NA,NA
12873,1.752,Regular chow,388.2547,1.949,NA,NA,NA,NA,NA
28071,1.752,High Fat Diet,481.3889,4.790,NA,NA,NA,NA,NA
5348,1.752,Regular chow,270.1338,0.885,402,NA,NA,NA,NA
22903,1.752,High Fat Diet,482.2937,3.582,181,CCMSLIB00010225275,"""Candidate Dihydroxylated bile acid (delta mass 88.9938; ; spectral library match to CCMSLIB00005465603, """"2-((4R)-4-((5S,9S,10S,12R,13R,14S,17R)-12-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")""",M+H,Dihydroxylated bile acid_taurine [M-H2O+H]+
20942,1.752,High Fat Diet,366.2278,3.252,260,NA,NA,NA,NA
21027,1.751,High Fat Diet,235.1045,3.230,260,NA,NA,NA,NA
20235,1.751,High Fat Diet,507.2754,3.072,NA,NA,NA,NA,NA
32897,1.751,High Fat Diet,357.3191,5.652,294,NA,NA,NA,NA
16907,1.751,Regular chow,393.2156,2.480,NA,NA,NA,NA,NA
20989,1.750,High Fat Diet,591.3185,3.231,NA,CCMSLIB00003137178,Spectral Match to Urobilin from NIST14,M+H,NA
23603,1.750,High Fat Diet,550.3430,3.748,NA,NA,NA,NA,NA
3284,1.750,High Fat Diet,311.1099,0.536,685,NA,NA,NA,NA
2297,1.750,High Fat Diet,257.0812,0.374,NA,NA,NA,NA,NA
21853,1.749,Regular chow,341.2689,3.380,NA,NA,NA,NA,NA
33265,1.749,Regular chow,642.5316,5.738,252,NA,NA,NA,NA
27802,1.749,Regular chow,295.2271,4.767,52,CCMSLIB00003137992,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",M+H,NA
23406,1.749,High Fat Diet,562.3050,3.681,213,CCMSLIB00010221941,"""Candidate Dihydroxylated bile acid (delta mass 169.005; sirius atomic difference: 3C, 7H, 1N, 5O, 1S; buddy atomic difference: 12C, -1H, 3N, -1O)""",M+H,Dihydroxylated bile acid_3-methyladenine - 40.0 ev [M+K]+
33113,1.748,Regular chow,313.2741,5.564,329,NA,NA,NA,NA
23106,1.748,High Fat Diet,415.3206,3.611,NA,NA,NA,NA,NA
23236,1.747,Regular chow,293.2113,3.632,364,CCMSLIB00005724863,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid",M-2H2O+H,NA
23687,1.747,High Fat Diet,440.3010,3.757,NA,NA,NA,NA,NA
20787,1.747,Regular chow,257.1751,3.167,NA,NA,NA,NA,NA
23779,1.747,High Fat Diet,387.2540,3.802,NA,CCMSLIB00010243052,"""Candidate Pentahydroxylated bile acid (delta mass -54.032; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
28251,1.746,High Fat Diet,468.3084,4.822,693,CCMSLIB00003136632,Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
28386,1.746,High Fat Diet,532.3326,4.864,268,NA,NA,NA,NA
28620,1.746,Regular chow,337.2359,4.845,NA,NA,NA,NA,NA
30325,1.746,Regular chow,277.2165,5.267,419,NA,NA,NA,NA
10057,1.746,Regular chow,390.2014,1.613,597,NA,NA,NA,NA
20116,1.745,High Fat Diet,615.2823,3.036,335,CCMSLIB00010220726,"""Candidate Trihydroxylated bile acid (delta mass 205.988; buddy atomic difference: 10C, -2H, 4N, 2O)""",M+H,NA
31014,1.745,High Fat Diet,546.3553,5.378,0,CCMSLIB00003134685,Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
1976,1.745,Regular chow,174.0767,0.342,NA,NA,NA,NA,NA
16522,1.744,Regular chow,435.2600,2.463,441,NA,NA,NA,NA
3683,1.743,Regular chow,242.1502,0.589,NA,NA,NA,NA,NA
14026,1.743,Regular chow,235.1695,2.106,670,CCMSLIB00012434391,CHEBI:182811,[M+H-H2O]+,NA
23609,1.743,High Fat Diet,417.3366,3.754,NA,NA,NA,NA,NA
19770,1.742,High Fat Diet,303.1343,2.993,540,NA,NA,NA,NA
20626,1.741,Regular chow,369.2267,3.062,NA,NA,NA,NA,NA
5334,1.740,Regular chow,253.1186,0.877,NA,CCMSLIB00003138137,Spectral Match to Ser-Phe from NIST14,M+H,NA
966,1.740,Regular chow,156.0424,0.233,NA,NA,NA,NA,NA
28447,1.740,High Fat Diet,407.2791,4.865,805,CCMSLIB00010237338,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0104; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
30776,1.740,High Fat Diet,359.2954,5.341,706,CCMSLIB00010112291,LITHOCHOLIC ACID CollisionEnergy:102040,M+H-H2O,NA
27298,1.739,Regular chow,442.3529,4.594,453,NA,NA,NA,NA
18801,1.739,High Fat Diet,347.2223,2.831,347,NA,NA,NA,NA
28583,1.738,Regular chow,295.2271,4.888,52,CCMSLIB00003137992,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",M+H,NA
32212,1.738,High Fat Diet,746.5661,5.548,250,CCMSLIB00003137838,Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+H,NA
28396,1.737,Regular chow,297.2429,4.817,NA,NA,NA,NA,NA
20937,1.736,High Fat Diet,267.1744,3.349,260,NA,NA,NA,NA
35887,1.736,High Fat Diet,429.3747,6.462,NA,NA,NA,NA,NA
17277,1.736,High Fat Diet,479.2438,2.578,NA,NA,NA,NA,NA
10271,1.736,Regular chow,173.5397,1.639,588,NA,NA,NA,NA
12646,1.736,Regular chow,389.7087,1.906,374,NA,NA,NA,NA
10562,1.736,Regular chow,319.1517,1.673,333,NA,NA,NA,NA
32840,1.735,High Fat Diet,356.3167,5.646,294,CCMSLIB00012717521,Candidate Valine-C16:0 (delta mass:238.2303),M+H,NA
22521,1.735,High Fat Diet,535.3059,3.512,552,NA,NA,NA,NA
23255,1.735,High Fat Diet,429.3006,3.654,NA,NA,NA,NA,NA
1509,1.735,Regular chow,209.1276,0.362,332,NA,NA,NA,NA
21304,1.734,Regular chow,327.2168,3.199,NA,NA,NA,NA,NA
16247,1.734,Regular chow,488.7719,2.425,823,NA,NA,NA,NA
21231,1.734,Regular chow,337.2376,3.243,NA,CCMSLIB00010259544,"""Candidate Trihydroxylated bile acid (delta mass -72.0579; sirius atomic difference: -4C, -8H, -1O; buddy atomic difference: -4C, -8H, -1O)""",M+H,NA
14592,1.733,Regular chow,195.1388,2.190,670,NA,NA,NA,NA
32461,1.733,High Fat Diet,758.5700,5.596,131,CCMSLIB00003138795,Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
31879,1.732,Regular chow,423.3627,5.509,137,CCMSLIB00005788066,Glochidone,M+H,NA
25996,1.732,Regular chow,293.2114,4.268,509,CCMSLIB00012450910,71606-07-0,[M+H]+,NA
26753,1.732,Regular chow,317.2690,4.481,319,NA,NA,NA,NA
21507,1.731,High Fat Diet,442.3171,3.324,NA,CCMSLIB00010231453,"""Candidate Tetrahydroxylated bile acid (delta mass 17.0271; sirius atomic difference: 3H, 1N; buddy atomic difference: 1C, -1H, 5N, -4O)""",M+H,NA
2302,1.730,Regular chow,273.1561,0.392,NA,NA,NA,NA,NA
10268,1.730,Regular chow,185.0476,1.640,588,NA,NA,NA,NA
9643,1.729,Regular chow,348.1948,1.587,588,NA,NA,NA,NA
14545,1.728,Regular chow,137.0603,2.178,NA,NA,NA,NA,NA
10323,1.728,Regular chow,190.0506,1.637,588,CCMSLIB00005883188,4-HYDROXY-2-QUINOLINECARBOXYLIC ACID - 60.0 eV,M+H,NA
26282,1.728,Regular chow,279.2322,4.359,308,CCMSLIB00003134812,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
24426,1.727,Regular chow,353.2302,3.927,521,CCMSLIB00010250393,"""Candidate Trihydroxylated bile acid (delta mass -56.0646; sirius atomic difference: -4C, -8H; buddy atomic difference: -4C, -8H)""",M+H,NA
21820,1.727,Regular chow,452.3124,3.396,NA,NA,NA,NA,NA
27834,1.727,High Fat Diet,390.2694,4.743,NA,CCMSLIB00003136462,Spectral Match to N-Oleoyltaurine from NIST14,M+H,NA
17357,1.726,High Fat Diet,182.0818,2.589,251,CCMSLIB00005883845,L-TYROSINE - 30.0 eV,M+H,NA
19879,1.726,High Fat Diet,389.2703,3.022,248,CCMSLIB00010241218,"""Candidate Tetrahydroxylated bile acid (delta mass -36.0207; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O)""",M+H,NA
31239,1.726,Regular chow,455.3345,5.426,40,NA,NA,NA,NA
12718,1.726,Regular chow,275.1394,1.928,379,NA,NA,NA,NA
30506,1.726,Regular chow,441.3361,5.294,468,NA,NA,NA,NA
29833,1.724,High Fat Diet,394.2777,5.168,NA,NA,NA,NA,NA
34385,1.724,Regular chow,410.3180,5.994,561,NA,NA,NA,NA
23863,1.724,High Fat Diet,355.2637,3.825,224,CCMSLIB00010249061,"""Candidate Trihydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00003139523, Spectral Match to Cholic acid from NIST14)""",M+H,NA
29965,1.723,Regular chow,353.2684,5.225,NA,NA,NA,NA,NA
23312,1.723,Regular chow,425.3023,3.644,NA,NA,NA,NA,NA
25353,1.722,Regular chow,466.3176,4.141,NA,NA,NA,NA,NA
30617,1.722,High Fat Diet,387.2901,5.451,NA,NA,NA,NA,NA
30393,1.722,Regular chow,456.3380,5.404,NA,NA,NA,NA,NA
23459,1.722,High Fat Diet,484.2446,3.581,377,NA,NA,NA,NA
9301,1.722,High Fat Diet,262.1109,1.534,481,NA,NA,NA,NA
33137,1.722,High Fat Diet,205.1228,5.707,414,NA,NA,NA,NA
19913,1.722,High Fat Diet,631.3106,3.032,335,NA,NA,NA,NA
20283,1.721,Regular chow,355.2478,3.049,548,NA,NA,NA,NA
28554,1.721,Regular chow,443.3524,4.917,25,NA,NA,NA,NA
19255,1.720,High Fat Diet,366.2281,2.912,NA,NA,NA,NA,NA
26665,1.720,High Fat Diet,302.2154,4.491,NA,NA,NA,NA,NA
21758,1.719,High Fat Diet,313.1802,3.351,260,NA,NA,NA,NA
28995,1.719,High Fat Diet,477.3579,4.963,NA,CCMSLIB00010227096,"""Candidate Dihydroxylated bile acid (delta mass 84.0575; sirius atomic difference: 5C, 8H, 1O; buddy atomic difference: 5C, 8H, 1O)""",M+H,NA
28764,1.719,High Fat Diet,494.3242,4.929,NA,CCMSLIB00010055762,PC(16:1/0:0); [M+H]+ C24H49N1O7P1,M+H,NA
24556,1.718,High Fat Diet,448.7820,3.926,NA,CCMSLIB00010230343,Candidate Trihydroxylated bile acid (delta mass 39.4874),M+H,NA
31795,1.718,Regular chow,403.2378,5.523,33,NA,NA,NA,NA
2822,1.718,Regular chow,253.1187,0.453,781,NA,NA,NA,NA
22168,1.718,High Fat Diet,651.2993,3.446,NA,CCMSLIB00010220022,"""Candidate Trihydroxylated bile acid (delta mass 242.0036; sirius atomic difference: 6C, -2H, 10N, 2O)""",M+H,NA
22024,1.718,High Fat Diet,566.3362,3.409,NA,CCMSLIB00010221894,"""Candidate Dihydroxylated bile acid (delta mass 173.0346; sirius atomic difference: 6C, 7H, 1N, 5O; buddy atomic difference: 6C, 7H, 1N, 5O)""",M+H,Dihydroxylated bile acid_juglone [M+NH4]+
733,1.716,High Fat Diet,139.0185,0.286,216,NA,NA,NA,NA
26746,1.715,High Fat Diet,408.2829,4.325,NA,NA,NA,NA,NA
31081,1.715,High Fat Diet,301.2741,5.391,0,NA,NA,NA,NA
17894,1.715,Regular chow,459.3182,2.701,96,NA,NA,NA,NA
27943,1.715,Regular chow,455.3164,4.670,535,NA,NA,NA,NA
25892,1.714,Regular chow,361.2587,4.249,101,NA,NA,NA,NA
26709,1.714,High Fat Diet,407.2797,4.324,NA,CCMSLIB00010237462,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0105; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464677, """"(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
15171,1.714,Regular chow,225.1122,2.244,670,NA,NA,NA,NA
25398,1.714,Regular chow,279.2322,4.129,308,CCMSLIB00003134812,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
4409,1.713,High Fat Diet,181.0977,0.703,NA,NA,NA,NA,NA
1611,1.713,High Fat Diet,111.0395,0.291,446,NA,NA,NA,NA
28716,1.713,High Fat Diet,344.3162,4.955,1,NA,NA,NA,NA
25443,1.713,High Fat Diet,353.2490,4.126,197,CCMSLIB00010250004,"""Candidate Tetrahydroxylated bile acid (delta mass -72.0421; sirius atomic difference: -8H, -4O; buddy atomic difference: -8H, -4O)""",M+H,NA
28335,1.712,Regular chow,311.2584,4.874,183,CCMSLIB00005722082,"NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match]",[M-H2O+H]+,NA
26843,1.712,High Fat Diet,316.2852,4.541,NA,NA,NA,NA,NA
16361,1.712,High Fat Diet,347.1856,2.486,NA,NA,NA,NA,NA
25982,1.712,Regular chow,369.2619,4.335,94,NA,NA,NA,NA
23119,1.712,High Fat Diet,490.2852,3.620,605,NA,NA,NA,NA
29042,1.711,Regular chow,599.3694,4.991,55,NA,NA,NA,NA
28252,1.711,Regular chow,335.2205,4.745,52,NA,NA,NA,NA
31252,1.711,High Fat Diet,373.3114,5.433,NA,NA,NA,NA,NA
21607,1.710,High Fat Diet,273.1485,3.336,NA,NA,NA,NA,NA
30135,1.710,High Fat Diet,510.3573,5.235,392,CCMSLIB00003134769,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
22595,1.710,High Fat Diet,331.2280,3.559,249,CCMSLIB00010261055,"""Candidate Pentahydroxylated bile acid (delta mass -110.059; sirius atomic difference: -3C, -10H, -4O; buddy atomic difference: -3C, -10H, -4O)""",M+H,NA
21253,1.710,High Fat Diet,512.2698,3.283,375,CCMSLIB00010223649,"""Candidate Tetrahydroxylated bile acid (delta mass 86.9802; sirius atomic difference: 2C, 1H, 1N, 1O, 1S; buddy atomic difference: 6C, -7H, 5N, -3O)""",M+H,NA
24093,1.710,High Fat Diet,431.3160,3.841,735,NA,NA,NA,NA
20694,1.709,Regular chow,441.2027,3.149,298,CCMSLIB00005742410,Massbank:PR311024 Diferuloyl putrescine,M+H,NA
24825,1.709,High Fat Diet,391.2847,3.977,224,CCMSLIB00010240514,"""Candidate Trihydroxylated bile acid (delta mass -18.0115; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464905, """"(R)-4-((3R,5R,6S,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
29664,1.708,Regular chow,293.2115,5.108,175,CCMSLIB00003136149,Spectral Match to 9(S)-HpOTrE from NIST14,M+H-H2O,NA
24586,1.708,High Fat Diet,432.3121,3.930,224,CCMSLIB00010231879,"""Candidate Trihydroxylated bile acid (delta mass 23.0163; sirius atomic difference: 2C, 1H, 1N, -1O; buddy atomic difference: 2C, 1H, 1N, -1O)""",M+H,NA
16189,1.707,Regular chow,195.0661,2.412,493,CCMSLIB00005883276,FERULATE - 40.0 eV,M+H,NA
32525,1.707,High Fat Diet,808.5833,5.617,529,CCMSLIB00010057123,PC(18:1/20:4); [M+H]+ C46H83N1O8P1,M+H,NA
25520,1.707,High Fat Diet,423.2741,4.174,NA,NA,NA,NA,NA
20683,1.707,High Fat Diet,639.3019,3.141,NA,NA,NA,NA,NA
21977,1.707,High Fat Diet,223.1696,3.381,NA,NA,NA,NA,NA
19399,1.707,High Fat Diet,637.3254,2.938,518,CCMSLIB00010220238,"""Candidate Trihydroxylated bile acid (delta mass 228.0336; sirius atomic difference: 5C, 4H, 6N, 5O; buddy atomic difference: 10C, 4H, 4N, 3O)""",M+H,Trihydroxylated bile acid_sinapic acid [M+Na]+
2166,1.707,Regular chow,213.1240,0.355,NA,NA,NA,NA,NA
30574,1.707,Regular chow,585.4733,5.416,225,NA,NA,NA,NA
17490,1.706,High Fat Diet,210.1131,2.617,NA,NA,NA,NA,NA
25127,1.706,High Fat Diet,516.3014,4.091,NA,NA,NA,NA,NA
20911,1.706,High Fat Diet,371.1835,3.368,260,NA,NA,NA,NA
22395,1.706,High Fat Diet,413.3047,3.473,NA,CCMSLIB00010235260,"""Candidate Pentahydroxylated bile acid (delta mass -27.9786; sirius atomic difference: 3C, -4O; buddy atomic difference: 3C, -4O)""",M+H,NA
